Variable,Label,Mean,Min,Max,StdDev,Valid,Invalid,Variance
sellauto,"O WOULD YOU RATHER SELL AN AUTOMOBILE",2.731,1.0,5.0,1.25,720.0,58879.0,1.563
sellhome,"E WOULD YOU RATHER SELL A HOUSE-CONDOMINIUM",2.862,1.0,5.0,1.217,717.0,58882.0,1.482
transoth,"H  WOULD YOU BE TO MENTION PROBLEMS",3.014,1.0,4.0,0.989,717.0,58882.0,0.977
loaned,"LOANED $100+ PAST 12 MONTHS?",1.599,1.0,2.0,0.49,708.0,58891.0,0.241
loanedto,"O  TO WHOM DID YOU LEND THIS MONEY?",3.271,1.0,6.0,1.137,284.0,59315.0,1.294
buybed,"WOULD YOU BUY FURNITURE FROM A BUSINESS",3.108,1.0,5.0,1.21,694.0,58905.0,1.464
buyauto,"WOULD YOU BUY A CAR FROM A BUSINESS",3.464,1.0,5.0,1.416,694.0,58905.0,2.004
buylaw,"WOULD YOU BUY LEGAL SVCS FROM A BUSINESS",3.734,1.0,5.0,1.36,693.0,58906.0,1.848
buyfixes,"WOULD YOU BUY HOME MAINTENANCE FROM A BUSINESS",3.819,1.0,5.0,1.241,700.0,58899.0,1.539
buyhome,"WOULD YOU BUY A HOUSE FROM A BUSINESS",3.448,1.0,5.0,1.307,697.0,58902.0,1.707
transrel,"HOW LIKELY TO MENTION PROBLEMS TO RELATIVES",3.462,1.0,4.0,0.968,699.0,58900.0,0.937
frnddeal,"PEOPLE USUALLY GET A BETTER PRICE FROM FRIENDS",2.541,1.0,5.0,1.112,1415.0,58184.0,1.236
frndawk,"DISCUSSING PRICE IS AWKWARD AMONG FRIENDS",2.249,1.0,5.0,0.971,1416.0,58183.0,0.943
tablprce,"THE FACTORY NOT LOWERING PRICE ACCEPTABLE?",1.473,1.0,2.0,0.499,1399.0,58200.0,0.249
organsb,"WHICH PROCEDURES BE USED TO ASSIGN THE ORGAN",2.225,1.0,4.0,0.612,1374.0,58225.0,0.374
organsw,"WHICH OF THESE PROCEDURES WOULD BE THE WORST?",1.535,1.0,4.0,1.068,1399.0,58200.0,1.14
sellorgn,"SHOULD PEOPLE BE PERMITTED TO SELL A KIDNEY",2.77,1.0,5.0,1.518,1381.0,58218.0,2.303
adoption,"BEST WAY TO MATCH BIRTH MOTHERS WITH ADOPTERS?",2.219,1.0,4.0,1.405,1371.0,58228.0,1.974
sellbaby,"SURROGATE MOTHERS SHOULD BE PERMITTED",1.652,1.0,2.0,0.476,1337.0,58262.0,0.227
sellsex,"NOTHING INHERENTLY WRONG WITH PROSTITUTION",2.612,1.0,4.0,1.2,1405.0,58194.0,1.44
reqinfo,"RESP. OF GOV. TO REQUIRE BIZ. TO PROVIDE INFO",2.218,1.0,4.0,1.166,1378.0,58221.0,1.359
natrecon,"NATURAL ENVIRONMENTS SHOULD BE LEFT ALONE",2.251,1.0,4.0,1.098,1350.0,58249.0,1.205
tagsales,"S HOW FREQUENTLY DO YOU GO TO GARAGE SALES ETC",2.268,1.0,5.0,1.127,1438.0,58161.0,1.269
haggle,"DO YOU EXPECT TO NEGOTIATE FOR A LOWER PRICE?",1.602,1.0,2.0,0.49,962.0,58637.0,0.24
wkfambiz,"WORK FOR PAY IN A FARM ETC OWNED BY YOUR FAMILY?",1.962,1.0,2.0,0.19,1435.0,58164.0,0.036
hrfambiz,"HOW MANY HOURS PER WEEK?",3.074,1.0,4.0,1.113,54.0,59545.0,1.24
fambiz,"WHAT KIND OF BUSINESS IS THIS?",5.275,1.0,9.0,2.546,51.0,59548.0,6.483
econsys,"BEST-NEEDS REPLACED",2.473,1.0,4.0,0.749,1393.0,58206.0,0.561
famfinan,"HOW YOU AND YOUR SPOUSE ORGANIZE YOUR FINANCES",3.11,1.0,6.0,1.585,703.0,58896.0,2.514
decauto,"DECIDING WHETHER OR NOT TO BUY AN AUTOMOBILE",2.847,1.0,6.0,0.776,686.0,58913.0,0.603
decbed,"DECIDING WHETHER OR NOT TO BUY BEDROOM FURNITURE",3.299,1.0,6.0,0.75,659.0,58940.0,0.562
decgift,"DECIDING ON MAJOR CHARITABLE GIFTS.",3.169,1.0,6.0,0.897,646.0,58953.0,0.804
layoffs,"WHO HAS THE GREATEST RIGHT TO KEEP THEIR JOBS?",2.366,1.0,17.0,2.365,1389.0,58210.0,5.594
volhlth,"DONE VOLUNTEER WORK IN HEALTH PAST 12 MNTHS",1.892,1.0,2.0,0.311,1356.0,58243.0,0.097
voleduc,"DONE VOLUNTEER WORK IN EDUCATION",1.822,1.0,2.0,0.383,1366.0,58233.0,0.146
volrelig,"DONE VOLUNTEER WORK IN RELIGIOUS ORG",1.748,1.0,2.0,0.435,1375.0,58224.0,0.189
volhuman,"DONE VOLUNTEER WORK IN HUMAN SERVICES",1.899,1.0,2.0,0.302,1355.0,58244.0,0.091
volenvir,"DONE VOLUNTEER WORK IN ENVIRONMENT",1.926,1.0,2.0,0.262,1345.0,58254.0,0.069
volpub,"DONE VOLUNTEER WORK IN PUB-SOC BENEFIT",1.919,1.0,2.0,0.273,1357.0,58242.0,0.075
volrec,"DONE VOLUNTEER WORK IN RECREATION ADULTS",1.932,1.0,2.0,0.251,1345.0,58254.0,0.063
volart,"DONE VOLUNTEER WORK IN ARTS, CULTURE, ETC",1.928,1.0,2.0,0.258,1349.0,58250.0,0.067
volwork,"DONE VOLUNTEER WORK IN WORK-RELATED ORG",1.874,1.0,2.0,0.332,1360.0,58239.0,0.11
volpol,"DONE VOLUNTEER WORK IN POLITICAL ORG. ETC",1.949,1.0,2.0,0.219,1345.0,58254.0,0.048
volyouth,"DONE VOLUNTEER WORK IN YOUTH DEVELOPMENT",1.843,1.0,2.0,0.364,1359.0,58240.0,0.133
volfound,"DONE VOLUNTEER WORK IN PRIV & COMM. FOUND",1.92,1.0,2.0,0.271,1349.0,58250.0,0.074
volintl,"DONE VOLUNTEER WORK IN INTERNATIONAL",1.978,1.0,2.0,0.146,1339.0,58260.0,0.021
volinfrm,"DONE VOLUNTEER WORK IN INFORMAL-ALONE",1.924,1.0,2.0,0.265,1342.0,58257.0,0.07
voloth,"DONE VOLUNTEER WORK IN OTHER (SPECIFY)___",1.964,1.0,2.0,0.187,1248.0,58351.0,0.035
monhlth,"DONE VOLUNTEER WORK IN HEALTH PAST MONTH",1.479,1.0,2.0,0.501,144.0,59455.0,0.251
moneduc,"DONE VOLUNTEER WORK IN EDUCATION",1.442,1.0,2.0,0.498,226.0,59373.0,0.248
monrelig,"DONE VOLUNTEER WORK IN RELIGIOUS ORG",1.392,1.0,2.0,0.489,339.0,59260.0,0.239
monhuman,"DONE VOLUNTEER WORK IN HUMAN SERVICES",1.488,1.0,2.0,0.502,127.0,59472.0,0.252
monenvir,"DONE VOLUNTEER WORK IN ENVIRONMENT",1.559,1.0,2.0,0.499,93.0,59506.0,0.249
monpub,"DONE VOLUNTEER WORK IN PUB-SOC BENEFIT",1.525,1.0,2.0,0.502,99.0,59500.0,0.252
monrec,"DONE VOLUNTEER WORK IN RECREATION ADULTS",1.593,1.0,2.0,0.494,86.0,59513.0,0.244
monart,"DONE VOLUNTEER WORK IN ARTS, CULTURE, ETC",1.529,1.0,2.0,0.502,85.0,59514.0,0.252
monwork,"DONE VOLUNTEER WORK IN WORK-RELATED ORG",1.456,1.0,2.0,0.5,158.0,59441.0,0.25
monpol,"DONE VOLUNTEER WORK IN POLITICAL ORG. ETC",1.524,1.0,2.0,0.503,63.0,59536.0,0.253
monyouth,"H DONE VOLUNTEER WORK IN YOUTH DEVELOPMENT",1.47,1.0,2.0,0.5,202.0,59397.0,0.25
monfound,"DONE VOLUNTEER WORK IN PRIV & COMM. FOUND",1.588,1.0,2.0,0.495,102.0,59497.0,0.245
monintl,"DONE VOLUNTEER WORK IN INTERNATIONAL",1.704,1.0,2.0,0.465,27.0,59572.0,0.217
moninfrm,"DONE VOLUNTEER WORK IN INFORMAL-ALONE",1.4,1.0,2.0,0.492,100.0,59499.0,0.242
monoth,"DONE VOLUNTEER WORK IN OTHER (SPECIFY)",1.415,1.0,2.0,0.499,41.0,59558.0,0.249
hrshlth,"HOW MANY HOURS SPENT IN HEALTH PAST MONTH",10.055,1.0,42.0,10.67,73.0,59526.0,113.858
hrseduc,"HOW MANY HOURS SPENT IN EDUCATION",9.734,1.0,80.0,11.9,124.0,59475.0,141.612
hrsrelig,"HOW MANY HOURS SPENT IN RELIGIOUS ORGPAST",11.106,0.0,90.0,14.859,198.0,59401.0,220.775
hrshuman,"HOW MANY HOURS SPENT IN HUMAN SERVICES",9.922,1.0,80.0,14.834,64.0,59535.0,220.041
hrsenvir,"HOW MANY HOURS SPENT IN ENVIRONMENT",6.575,0.0,40.0,8.446,40.0,59559.0,71.328
hrspub,"HOW MANY HOURS SPENT IN PUB-SOC BENEFIT",9.174,1.0,45.0,10.665,46.0,59553.0,113.747
hrsrec,"HOW MANY HOURS SPENT IN RECREATION ADULTS",6.486,1.0,24.0,5.731,35.0,59564.0,32.845
hrsart,"HOW MANY HOURS SPENT IN ARTS, CULTURE",9.475,1.0,37.0,8.575,40.0,59559.0,73.538
hrswork,"HOW MANY HOURS SPENT IN WORK-RELATED ORG",7.663,1.0,80.0,9.867,83.0,59516.0,97.348
hrspol,"HOW MANY HOURS SPENT IN POLITICAL ORG. ETC",12.2,0.0,80.0,17.034,30.0,59569.0,290.166
hrsyouth,"HOW MANY HOURS SPENT IN YOUTH DEVELOPMENT",8.376,0.0,60.0,9.431,101.0,59498.0,88.937
hrsfound,"HOW MANY HOURS SPENT IN PRIV & COMM.",8.575,0.0,40.0,8.978,40.0,59559.0,80.61
hrsintl,"HOW MANY HOURS SPENT IN INTERNATIONAL",4.625,1.0,13.0,3.739,8.0,59591.0,13.982
hrsinfrm,"HOW MANY HOURS SPENT IN INFORMAL-ALONE",9.842,1.0,50.0,11.151,57.0,59542.0,124.35
hrsoth,"HOW MANY HOURS SPENT IN OTHER (SPECIFY)",8.476,1.0,21.0,5.904,21.0,59578.0,34.862
givhlth,"CONTRIBUTED MONEY IN 1995 IN HEALTH",1.807,1.0,2.0,0.395,1302.0,58297.0,0.156
giveduc,"CONTRIBUTED MONEY IN EDUCATION",1.831,1.0,2.0,0.375,1295.0,58304.0,0.141
givrelig,"CONTRIBUTED MONEY IN RELIGIOUS ORG",1.537,1.0,2.0,0.499,1366.0,58233.0,0.249
givhuman,"CONTRIBUTED MONEY IN HUMAN SERVICES",1.821,1.0,2.0,0.383,1288.0,58311.0,0.147
givenvir,"CONTRIBUTED MONEY IN ENVIRONMENT",1.898,1.0,2.0,0.303,1274.0,58325.0,0.092
givpub,"CONTRIBUTED MONEY IN PUB-SOC BENEFIT",1.883,1.0,2.0,0.321,1284.0,58315.0,0.103
givrec,"CONTRIBUTED MONEY IN RECREATION ADULTS",1.96,1.0,2.0,0.197,1267.0,58332.0,0.039
givart,"CONTRIBUTED MONEY IN ARTS, CULTURE, ETC",1.904,1.0,2.0,0.294,1273.0,58326.0,0.087
givwork,"CONTRIBUTED MONEY IN WORK-RELATED ORG",1.918,1.0,2.0,0.274,1270.0,58329.0,0.075
givpol,"CONTRIBUTED MONEY IN POLITICAL ORG. ETC",1.927,1.0,2.0,0.26,1267.0,58332.0,0.067
givyouth,"CONTRIBUTED MONEY IN YOUTH DEVELOPMENT",1.846,1.0,2.0,0.361,1288.0,58311.0,0.13
givfound,"CONTRIBUTED MONEY IN PRIV & COMM. FOUND",1.841,1.0,2.0,0.365,1286.0,58313.0,0.134
givintl,"CONTRIBUTED MONEY IN INTERNATIONAL",1.974,1.0,2.0,0.16,1254.0,58345.0,0.026
givinfrm,"CONTRIBUTED MONEY IN INFORMAL-ALONE",1.97,1.0,2.0,0.17,1249.0,58350.0,0.029
givoth,"CONTRIBUTED MONEY IN OTHER (SPECIFY)",1.919,1.0,2.0,0.274,1191.0,58408.0,0.075
tothlth,"HOW MUCH MONEY CONTRIBUTED IN HEALTH",675.87,0.0,99996.0,6847.587,215.0,59384.0,46889445.581
toteduc,"HOW MUCH MONEY CONTRIBUTED IN EDUCATION",929.94,0.0,99996.0,7425.613,184.0,59415.0,55139724.526
totrelig,"HOW MUCH MONEY CONTRIBUTED IN RELIGIOUS ORG",1249.672,0.0,99996.0,5119.167,527.0,59072.0,26205870.194
tothuman,"HOW MUCH MONEY CONTRIBUTED IN HUMAN SERVICES",278.88,0.0,10000.0,866.53,191.0,59408.0,750874.191
totenvir,"HOW MUCH MONEY CONTRIBUTED IN ENVIRONMENT",130.669,0.0,2000.0,297.667,118.0,59481.0,88605.915
totpub,"HOW MUCH MONEY CONTRIBUTED IN PUB-SOC BENEFIT",177.288,0.0,3000.0,412.126,118.0,59481.0,169848.138
totrec,"HOW MUCH MONEY CONTRIBUTED IN RECREATION ADULTS",210.0,0.0,1500.0,314.679,43.0,59556.0,99022.619
totart,"HOW MUCH MONEY CONTRIBUTED IN ARTS, CULTURE, ETC",247.163,2.0,5000.0,604.072,98.0,59501.0,364903.251
totwork,"HOW MUCH MONEY CONTRIBUTED IN WORK-RELATED ORG",171.92,0.0,3000.0,397.517,88.0,59511.0,158020.12
totpol,"HOW MUCH MONEY CONTRIBUTED IN POLITICAL ORG. ETC",305.434,0.0,5000.0,756.828,76.0,59523.0,572789.369
totyouth,"HOW MUCH MONEY CONTRIBUTED IN YOUTH DEVELOPMENT",936.971,0.0,99996.0,7748.13,173.0,59426.0,60033511.912
totfound,"HOW MUCH MONEY CONTRIBUTED IN PRIV & COMM. FOUND",191.395,0.0,3650.0,418.249,172.0,59427.0,174931.831
totintl,"HOW MUCH MONEY CONTRIBUTED IN INTERNATIONAL",295.25,10.0,2000.0,450.739,24.0,59575.0,203165.413
totinfrm,"HOW MUCH MONEY CONTRIBUTED IN INFORMAL-ALONE",285.37,0.0,1300.0,388.661,27.0,59572.0,151057.55
tototh,"HOW MUCH MONEY CONTRIBUTED IN OTHER (SPECIFY)",238.103,0.0,2600.0,515.131,78.0,59521.0,265359.911
valhlth,"ESTIMATED VALUE CONTRIBUTED IN HEALTH",38.758,0.0,1200.0,156.702,149.0,59450.0,24555.495
valeduc,"ESTIMATED VALUE CONTRIBUTED IN EDUCATION",819.276,0.0,99996.0,8637.573,134.0,59465.0,74607662.743
valrelig,"ESTIMATED VALUE CONTRIBUTED IN RELIGIOUS ORG",163.89,0.0,9000.0,746.865,401.0,59198.0,557807.453
valhuman,"ESTIMATED VALUE CONTRIBUTED IN HUMAN SERVICES",108.827,0.0,2000.0,259.069,162.0,59437.0,67116.939
valenvir,"ESTIMATED VALUE CONTRIBUTED IN ENVIRONMENT",103.333,0.0,5000.0,589.607,75.0,59524.0,347636.036
valpub,"ESTIMATED VALUE CONTRIBUTED IN PUB-SOC BENEFIT",67.944,0.0,1000.0,158.946,90.0,59509.0,25263.986
valrec,"ESTIMATED VALUE CONTRIBUTED IN RECREATION ADULTS",36.935,0.0,300.0,79.317,31.0,59568.0,6291.129
valart,"ESTIMATED VALUE CONTRIBUTED IN ARTS, CULTURE, ETC",52.609,0.0,800.0,144.417,69.0,59530.0,20856.33
valwork,"ESTIMATED VALUE CONTRIBUTED IN WORK-RELATED ORG",39.458,0.0,2000.0,238.346,72.0,59527.0,56808.871
valpol,"ESTIMATED VALUE CONTRIBUTED IN POLITICAL ORG. ETC",21.667,0.0,500.0,76.426,45.0,59554.0,5840.909
valyouth,"ESTIMATED VALUE CONTRIBUTED IN YOUTH DEVELOPMENT",61.721,0.0,2222.0,243.052,129.0,59470.0,59074.312
valfound,"ESTIMATED VALUE CONTRIBUTED IN PRIV & COMM. FOUND",80.883,0.0,2000.0,217.345,137.0,59462.0,47238.722
valintl,"ESTIMATED VALUE CONTRIBUTED IN INTERNATIONAL",34.842,0.0,500.0,114.207,19.0,59580.0,13043.251
valinfrm,"ESTIMATED VALUE CONTRIBUTED IN INFORMAL-ALONE",69.8,0.0,1000.0,201.714,25.0,59574.0,40688.5
valoth,"ESTIMATED VALUE CONTRIBUTED IN OTHER (SPECIFY)",259.214,0.0,14000.0,1670.848,70.0,59529.0,2791732.345
homeless,"CONTRIBUTED TO THE HOMELESS",1.622,1.0,2.0,0.485,1417.0,58182.0,0.235
needynei,"CONTRIBUTED TO A NEEDY NEIGHBOR.",1.542,1.0,2.0,0.498,1419.0,58180.0,0.248
needyrel,"CONTRIBUTED TO A NEEDY RELATIVE.",1.74,1.0,2.0,0.439,1400.0,58199.0,0.193
needyfrd,"CONTRIBUTED TO A NEEDY FRIEND.",1.667,1.0,2.0,0.471,1412.0,58187.0,0.222
needyoth,"CONTRIBUTED TO OTHER NEEDY PERSON",1.51,1.0,2.0,0.5,1415.0,58184.0,0.25
probfix1,"FIRST MENTION OF PROBLEM",73.674,11.0,95.0,15.056,1363.0,58236.0,226.69
probfix2,"SECOND MENTION OF PROBLEM",83.413,11.0,95.0,14.719,1122.0,58477.0,216.649
probfix3,"THIRD MENTION OF PROBLEM",88.676,22.0,95.0,12.869,885.0,58714.0,165.602
probhlp1,"FIRST MENTION TO HELP PROBLEM",544.958,100.0,980.0,270.255,1156.0,58443.0,73037.528
probhlp2,"SECOND MENTION TO HELP PROBLEM",749.802,100.0,995.0,326.703,920.0,58679.0,106734.975
probhlp3,"THIRD MENTION TO HELP PROBLEM",875.899,100.0,995.0,267.066,790.0,58809.0,71324.215
vigversn,"VIGNETTE VERSION NUMBER",42.998,1.0,90.0,26.454,2967.0,56632.0,699.835
seriousp,"How serious X s situation is",1.589,1.0,4.0,0.851,2830.0,56769.0,0.724
charactr,"How likely X s stuation caused by Bad Character",2.623,1.0,4.0,1.009,2761.0,56838.0,1.018
imbalnce,"How likely X s stuation caused by Imbalance in Brain",2.157,1.0,4.0,0.928,2690.0,56909.0,0.861
wayraise,"How likely X s stuation caused by the Way Raised",2.553,1.0,4.0,0.912,2738.0,56861.0,0.831
stresses,"How likely X s stuation caused by Stress",1.751,1.0,4.0,0.722,2780.0,56819.0,0.521
genetics,"How likely X s stuation caused by Genetic Problem",2.455,1.0,4.0,0.906,2715.0,56884.0,0.821
godswill,"How likely X s stuation caused by God s Will",3.434,1.0,4.0,0.838,2743.0,56856.0,0.702
upsdowns,"How likely X is experiencing Normal Ups-and-Downs of Life",2.18,1.0,4.0,1.025,2791.0,56808.0,1.051
breakdwn,"How likely X is experiencing Nervous Breakdown",2.388,1.0,4.0,0.95,2739.0,56860.0,0.902
mentlill,"How likely X is experiencing Mental Illness",2.312,1.0,4.0,0.974,2734.0,56865.0,0.949
physill,"How likely X is experiencing Physical Illness",2.49,1.0,4.0,0.899,2732.0,56867.0,0.808
viglabel,"How likely X is experiencing Vignettes",1.37,1.0,4.0,0.661,1058.0,58541.0,0.438
dectreat,"How Able Is X to Decide Receive Treatment",2.355,1.0,4.0,0.986,2783.0,56816.0,0.972
decmoney,"How Able Is X to Decide Managing Own Money",2.401,1.0,4.0,1.01,2754.0,56845.0,1.02
imprvown,"How Likely X s Situation will improve on its own",2.998,1.0,4.0,0.979,2769.0,56830.0,0.959
imprvtrt,"How Likely X s Situation will improve with treatment",1.595,1.0,4.0,0.688,2751.0,56848.0,0.473
vignei,"How Willing R Would Have X as a Neighbor",2.262,1.0,4.0,0.905,2749.0,56850.0,0.819
vigsoc,"How Willing R Would Spend Time Socializing with X",2.429,1.0,4.0,0.953,2775.0,56824.0,0.908
vigfrnd,"How Willing R Would Make Friends with X",2.187,1.0,4.0,0.866,2757.0,56842.0,0.75
vigwork,"How Willing R Would Work Closely with X on a Job",2.686,1.0,4.0,0.984,2728.0,56871.0,0.969
viggrp,"How Willing R Would Have a Group Home for X",2.331,1.0,4.0,0.963,2711.0,56888.0,0.928
vigmar,"How Willing R Would have X Marry in Rs Family",2.898,1.0,4.0,0.974,2668.0,56931.0,0.949
hurtoth,"How Likely X Violent toward Other People",2.501,1.0,4.0,0.896,2678.0,56921.0,0.804
hurtself,"How Likely X Violent toward Oneself",2.107,1.0,4.0,0.887,2710.0,56889.0,0.787
tlkfam,"X Should Talk to Family and Friends",1.038,1.0,2.0,0.191,2810.0,56789.0,0.037
tlkclrgy,"X Should Talk to Religious Leader",1.126,1.0,2.0,0.332,2725.0,56874.0,0.11
meddoc,"X Should Go to General Medical Doctor for Help",1.196,1.0,2.0,0.397,2764.0,56835.0,0.158
mentldoc,"X Should Go to Phychiatrist for Help",1.237,1.0,2.0,0.425,2709.0,56890.0,0.181
mentloth,"X Should Go to Other Mental Health Professional for Help",1.133,1.0,2.0,0.339,2757.0,56842.0,0.115
sphealer,"X Should Go to Spiritual Healer for Help",1.684,1.0,2.0,0.465,2666.0,56933.0,0.216
selfhelp,"X Should Join a Self-Group with Similar Problem",1.147,1.0,2.0,0.355,2748.0,56851.0,0.126
otcmed,"X Should Take Non-Prescription Medication",1.895,1.0,2.0,0.307,2734.0,56865.0,0.094
rxmed,"X Should Take Prescription Medication",1.326,1.0,2.0,0.469,2660.0,56939.0,0.22
mentlhos,"X Should Check into a Mental Hospital",1.654,1.0,2.0,0.476,2621.0,56978.0,0.226
ortlkfm,"IN WHAT ORDER TALK THINGS OVER WITH FAMILY & FRIENDS",2.136,1.0,10.0,1.747,2564.0,57035.0,3.053
ortlkclr,"IN WHAT ORDER TALK TO A MINISTER, PRIEST, RABBI ETC",3.674,1.0,10.0,1.987,2249.0,57350.0,3.949
ormeddoc,"IN WHAT ORDER GO TO A GENERAL MEDICAL DOCTOR",2.867,1.0,9.0,1.606,2112.0,57487.0,2.58
ormntldc,"IN WHAT ORDER GO TO A PSYCHIATRIST FOR HELP",3.91,1.0,9.0,1.733,1953.0,57646.0,3.004
ormntlot,"IN WHAT ORDER GO TO A THERAPIST, OR COUNSELOR",3.807,1.0,9.0,1.592,2250.0,57349.0,2.535
orhealer,"IN WHAT ORDER GO TO A SPIRITUAL OR A NATURAL HEALER",5.987,1.0,10.0,1.949,800.0,58799.0,3.8
orslfhlp,"IN WHAT ORDER JOIN A SELF-HELP GROUP",4.539,1.0,10.0,1.889,2202.0,57397.0,3.567
orotcmed,"IN WHAT ORDER TAKE NON-PRESCRIPTION MEDICATION",5.92,1.0,10.0,2.23,263.0,59336.0,4.975
orrxmed,"IN WHAT ORDER TAKE PRESCRIPTION MEDICATION",5.553,1.0,10.0,1.83,1689.0,57910.0,3.349
ormntlhs,"IN WHAT ORDER CHECK INTO A MENTAL HOSPITAL",6.267,1.0,10.0,2.482,834.0,58765.0,6.163
mustdoc,"X Should be Forced to be Examined at a Clinic by Law",1.663,1.0,2.0,0.473,2716.0,56883.0,0.224
mustmed,"X Should be Forced to Take Prescribed Medication by Law",1.726,1.0,2.0,0.446,2712.0,56887.0,0.199
musthosp,"X should be Admitted to be Hospitalized for Treatment by Law",1.658,1.0,2.0,0.474,2713.0,56886.0,0.225
dangrslf,"X should be Admitted to be Hospitalized for Treatment if Dangerous to X",1.116,1.0,2.0,0.321,2774.0,56825.0,0.103
dangroth,"X should be Admitted to be Hospitalized for Treatment if Dangerous to Others",1.075,1.0,2.0,0.263,2786.0,56813.0,0.069
medcare1,"Who R Thinks Should be Most Responsible for Cost of Xs Medical Care",2.71,1.0,5.0,1.378,2734.0,56865.0,1.899
medcare2,"Who R Thinks Should be Next Most Responsible for Cost of Xs Medical Care",2.028,1.0,4.0,1.014,921.0,58678.0,1.027
spmentl,"GOVT SPENDING ON HEALTH",2.494,1.0,5.0,0.869,1381.0,58218.0,0.756
govmentl,"SHOULD GOVT PROVIDE HEALTH CARE FOR MENTAL ILLNESS",1.864,1.0,4.0,0.844,1335.0,58264.0,0.712
mntlas1,"1ST MENTION, WHAT MENTAL ILLNESS IS, ASSERTED",7.268,1.0,22.0,4.391,664.0,58935.0,19.279
mntlas2,"2ND MENTION, WHAT MENTAL ILLNESS IS, ASSERTED",6.416,1.0,20.0,4.109,274.0,59325.0,16.881
mntlimp1,"1ST MENTION, WHAT MENTAL ILLNESS IS, IMPUTED",106.04,101.0,113.0,3.269,653.0,58946.0,10.686
mntlimp2,"2ND MENTION, WHAT MENTAL ILLNESS IS, IMPUTED",105.749,101.0,113.0,3.163,251.0,59348.0,10.005
mntlimp3,"3RD MENTION, WHAT MENTAL ILLNESS IS, IMPUTED",106.175,101.0,113.0,2.953,57.0,59542.0,8.719
mntlsym1,"1ST MENTION, WHAT MENTAL ILLNESS IS, SYMPTOMS",491.759,202.0,925.0,294.042,622.0,58977.0,86460.95
mntlsym2,"2ND MENTION, WHAT MENTAL ILLNESS IS, SYMPTOMS",522.494,201.0,925.0,288.871,427.0,59172.0,83446.636
mntlsym3,"3RD MENTION, WHAT MENTAL ILLNESS IS, SYMPTOMS",526.447,202.0,925.0,284.386,246.0,59353.0,80875.22
mntloth,"WHAT MENTAL ILLNESS IS, OTHER CODES",1194.88,1007.0,1214.0,41.081,200.0,59399.0,1687.614
brkdas1,"1ST MENTION, WHAT NERVOUS BREAKDOWN IS, ASSERTED",6.912,1.0,22.0,4.245,704.0,58895.0,18.024
brkdas2,"2ND MENTION, WHAT NERVOUS BREAKDOWN IS, ASSERTED",6.669,1.0,22.0,3.989,239.0,59360.0,15.911
brkdimp1,"1ST MENTION, WHAT NERVOUS BREAKDOWN IS, IMPUTED",105.3,101.0,113.0,2.087,649.0,58950.0,4.356
brkdimp2,"2ND MENTION, WHAT NERVOUS BREAKDOWN IS, IMPUTED",105.89,101.0,114.0,3.035,172.0,59427.0,9.21
brkdimp3,"3RD MENTION, WHAT NERVOUS BREAKDOWN IS, IMPUTED",124.515,102.0,709.0,104.972,33.0,59566.0,11019.195
brkdsym1,"1ST MENTION, WHAT NERVOUS BREAKDOWN IS, SYMPTOMS",613.188,201.0,924.0,274.732,640.0,58959.0,75477.708
brkdsym2,"2ND MENTION, WHAT NERVOUS BREAKDOWN IS, SYMPTOMS",618.59,202.0,924.0,269.169,476.0,59123.0,72451.88
brkdsym3,"3RD MENTION, WHAT NERVOUS BREAKDOWN IS, SYMPTOMS",630.736,201.0,925.0,274.219,277.0,59322.0,75196.195
brkdoth,"WHAT NERVOUS BREAKDOWN IS, OTHER CODES",1132.087,1002.0,1214.0,63.124,150.0,59449.0,3984.603
knwmhosp,"KNOW ANYONE WHO WAS IN A HOSPITAL",1.43,1.0,2.0,0.495,1625.0,57974.0,0.245
relmhsp1,"PATIENT WAS SELF",1.975,1.0,2.0,0.156,364.0,59235.0,0.024
relmhsp2,"PATIENT WAS IMMEDIATE FAMILY",1.747,1.0,2.0,0.435,364.0,59235.0,0.189
relmhsp3,"PATIENT WAS OTHER RELATIVES",1.728,1.0,2.0,0.446,364.0,59235.0,0.199
relmhsp4,"PATIENT WAS CLOSE FRIEND",1.731,1.0,2.0,0.444,364.0,59235.0,0.197
relmhsp5,"PATIENT WAS ACQUAINTANCE",1.758,1.0,2.0,0.429,364.0,59235.0,0.184
relmhsp6,"PATIENT WAS OTHER",1.929,1.0,2.0,0.258,364.0,59235.0,0.067
knwpatnt,"KNOWN ANYONE SEEING A PSYCHOLOGIST ETC?",1.286,1.0,2.0,0.452,1563.0,58036.0,0.204
evbrkdwn,"EVER FELT GOING TO HAVE A NERVOUS BREAKDOWN?",1.736,1.0,2.0,0.441,1423.0,58176.0,0.195
brkdwhy1,"1ST MENTION CAUSE OF NER. BREAK FEELINGS",215.348,10.0,813.0,278.967,356.0,59243.0,77822.594
brkdwhy2,"2ND MENTION CAUSE OF NER. BREAK FEELINGS",169.424,10.0,981.0,257.009,172.0,59427.0,66053.79
brkdwhy3,"3RD MENTION CAUSE OF NER. BREAK FEELINGS",151.333,10.0,807.0,249.256,75.0,59524.0,62128.387
brkddo1,"1ST MENTION WHAT R DID WHEN FELT NER. BREAK",65.681,11.0,83.0,20.685,360.0,59239.0,427.867
brkddo2,"2ND MENTION WHAT R DID WHEN FELT NER. BREAK",67.607,22.0,83.0,15.573,229.0,59370.0,242.503
